compoundId	compound	AnnapuRNA Score:RF_modern	AnnapuRNA Score:kNN_basic	AnnapuRNA Score:kNN_modern
484	P136516744	-238.069	-248.204	-254.482
485	P136516744	-222.196	-233.869	-245.837
486	P136516744	-245.388	-252.672	-256.969
487	P136543364	-269.395	-291.641	-296.66
488	P136543364	-270.478	-290.317	-294.903
489	P136543364	-267.745	-288.701	-294.61
490	P136543504	-167.717	-168.803	-178.826
491	P136543504	-166.699	-169.286	-177.618
492	P136543504	-166.97	-168.384	-177.674
493	P136606442	-206.046	-213.536	-218.376
494	P136606442	-263.473	-289.209	-283.577
495	P136606442	-203.017	-206.296	-213.146
496	P136618838	-151.616	-164.966	-163.839
497	P136618838	-151.948	-164.42	-164.108
498	P136618838	-157.053	-164.789	-172.05
499	P136897612	-256.687	-260.442	-266.035
500	P136897612	-297.569	-315.376	-317.532
501	P136897612	-296.885	-310.771	-314.602
502	P137017646	-374.438	-391.233	-396.928
503	P137017646	-371.474	-385.27	-390.007
504	P137017646	-374.456	-390.715	-397.269
505	P137017648	-371.658	-389.013	-400.85
506	P137017648	-303.64	-330.633	-335.533
507	P137017648	-350.957	-356.12	-376.516
508	P137104234	-185.215	-193.888	-201.852
509	P137104234	-206.928	-208.92	-216.845
510	P137104234	-187.566	-197.154	-203.345
511	P137159987	-239.024	-253.982	-256.385
512	P137159987	-239.539	-255.839	-257.539
513	P137159987	-239.009	-253.634	-254.937
514	P137315312	-197.39	-208.558	-208.07
515	P137315312	-199.041	-210.734	-210.297
516	P137315312	-204.507	-203.764	-205.117
517	P137317917	-190.816	-190.759	-199.222
518	P137317917	-186.636	-186.786	-192.139
519	P137317917	-176.264	-174.403	-182.283
520	P137721766	-189.518	-185.296	-190.339
521	P137721766	-208.752	-210.0	-222.211
522	P137721766	-188.008	-192.054	-193.448
523	P137722453	-161.541	-173.128	-171.039
524	P137722453	-164.161	-177.637	-173.682
525	P137722453	-159.979	-172.346	-168.801
526	P137755480	-271.949	-300.875	-307.574
527	P137755480	-272.281	-299.903	-308.07
528	P137755480	-271.726	-299.291	-307.467
529	P137848586	-257.764	-272.341	-268.586
530	P137848586	-262.385	-280.558	-288.799
531	P137848586	-263.14	-279.598	-282.993
532	P137853014	-252.285	-265.636	-270.362
533	P137853014	-251.165	-265.812	-271.124
534	P137853014	-252.01	-265.394	-270.739
535	P142916272	-171.0	-173.315	-179.484
536	P142916272	-173.485	-179.723	-180.017
537	P142916272	-166.754	-175.725	-183.076
538	P150368952	-230.763	-255.893	-259.68
539	P150368952	-228.439	-254.546	-257.663
540	P150368952	-207.598	-215.218	-218.339
541	P150397825	-184.599	-183.725	-189.217
542	P150397825	-187.575	-185.224	-193.186
543	P150397825	-184.606	-183.889	-188.97
544	P150510098	-144.047	-149.736	-145.286
545	P150510098	-142.455	-149.044	-144.469
546	P150510098	-198.699	-203.331	-203.949
547	P150927401	-203.214	-210.106	-211.13
548	P150927401	-201.914	-209.299	-210.344
549	P150927401	-203.204	-210.799	-211.59
550	P151016908	-338.317	-351.184	-354.655
551	P151016908	-340.14	-352.116	-355.294
552	P151016908	-338.817	-354.477	-356.735
553	P151020785	-191.29	-191.191	-195.473
554	P151020785	-333.204	-348.661	-348.924
555	P151020785	-322.335	-339.693	-338.061
556	P151024286	-295.734	-317.322	-323.685
557	P151024286	-338.506	-362.921	-362.941
558	P151024286	-339.301	-364.003	-363.308
559	P151024354	-414.677	-464.834	-467.132
560	P151024354	-416.87	-468.115	-470.573
561	P151024354	-416.5	-466.028	-469.606
562	P151025485	-339.942	-355.845	-360.909
563	P151025485	-211.189	-220.679	-216.764
564	P151025485	-339.654	-356.18	-359.92
565	P151028160	-264.81	-287.624	-289.17
566	P151028160	-266.153	-288.103	-290.329
567	P151028160	-266.981	-291.701	-292.726
568	P151032104	-260.744	-269.671	-269.182
569	P151032104	-236.153	-248.321	-244.37
570	P151032104	-261.781	-269.623	-269.744
571	P151032491	-103.963	-92.826	-101.546
572	P151032491	-145.244	-155.933	-160.265
573	P151032491	-104.04	-92.889	-101.512
574	P151032568	-225.767	-229.958	-232.341
575	P151032568	-223.005	-228.101	-230.719
576	P151032568	-225.296	-229.703	-231.615
577	P151032918	-190.911	-191.365	-188.384
578	P151032918	-199.736	-205.14	-212.37
579	P151032918	-203.21	-207.646	-215.581
580	P151033173	-151.24	-149.416	-147.871
581	P151033173	-231.487	-230.591	-233.632
582	P151033173	-232.963	-231.91	-232.912
583	P151076806	-118.702	-124.678	-124.764
584	P151076806	-119.979	-123.741	-124.309
585	P151076806	-117.945	-119.183	-120.26
586	P151246905	-266.308	-280.229	-285.351
587	P151246905	-265.948	-280.286	-285.151
588	P151246905	-265.395	-280.222	-285.614
589	P151250459	-273.44	-300.329	-300.613
590	P151250459	-272.248	-298.497	-298.431
591	P151250459	-272.394	-298.027	-298.34
592	P151391838	-316.703	-333.174	-333.475
593	P151391838	-313.281	-327.396	-329.377
594	P151391838	-316.095	-332.42	-333.18
595	P151705215	-108.632	-108.203	-109.042
596	P151705215	-106.168	-107.45	-108.72
597	P151705215	-109.28	-107.987	-109.608
598	P152008234	-246.056	-254.47	-255.935
599	P152008234	-245.618	-254.25	-255.602
600	P152008234	-244.725	-253.245	-254.209
601	P152069116	-199.694	-203.046	-203.109
602	P152069116	-193.347	-198.451	-198.587
603	P152069116	-197.046	-200.252	-201.071
604	P152264608	-178.859	-189.596	-193.862
605	P152264608	-180.182	-197.437	-199.98
606	P152264608	-180.107	-189.254	-193.574
607	P152612369	-46.655	-53.16	-53.295
608	P152612369	-36.899	-38.944	-39.358
609	P152612369	-45.829	-54.245	-54.211
610	P152621411	-198.089	-205.319	-212.508
611	P152621411	-193.615	-200.13	-205.707
612	P152621411	-192.179	-194.977	-204.082
613	P152625938	-173.047	-174.545	-171.943
614	P152625938	-167.502	-175.502	-168.102
